Area,MTU,Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW]
BZN|GR,2018-05-08 00:00:00,1912.0,1102.0,0.0,0.0,433.0,0.0,967.0
BZN|GR,2018-05-08 01:00:00,1878.0,1020.0,0.0,0.0,191.0,0.0,1064.0
BZN|GR,2018-05-08 02:00:00,1891.0,814.0,0.0,0.0,184.0,0.0,1099.0
BZN|GR,2018-05-08 03:00:00,1903.0,669.0,0.0,0.0,184.0,0.0,1130.0
BZN|GR,2018-05-08 04:00:00,1877.0,553.0,0.0,0.0,216.0,0.0,1196.0
BZN|GR,2018-05-08 05:00:00,1901.0,328.0,0.0,0.0,376.0,3.0,1172.0
BZN|GR,2018-05-08 06:00:00,1859.0,291.0,0.0,0.0,380.0,105.0,1146.0
BZN|GR,2018-05-08 07:00:00,1860.0,280.0,0.0,0.0,333.0,461.0,1106.0
BZN|GR,2018-05-08 08:00:00,1861.0,316.0,0.0,0.0,354.0,914.0,1133.0
BZN|GR,2018-05-08 09:00:00,1889.0,328.0,0.0,0.0,305.0,1290.0,1101.0
BZN|GR,2018-05-08 10:00:00,1875.0,326.0,0.0,0.0,257.0,1554.0,1046.0
BZN|GR,2018-05-08 11:00:00,1892.0,341.0,0.0,0.0,331.0,1680.0,993.0
BZN|GR,2018-05-08 12:00:00,2009.0,324.0,0.0,0.0,358.0,1677.0,934.0
BZN|GR,2018-05-08 13:00:00,2097.0,384.0,0.0,0.0,253.0,1622.0,896.0
BZN|GR,2018-05-08 14:00:00,1994.0,488.0,0.0,2.0,257.0,1502.0,827.0
BZN|GR,2018-05-08 15:00:00,2100.0,526.0,0.0,44.0,245.0,1270.0,794.0
BZN|GR,2018-05-08 16:00:00,2226.0,626.0,0.0,46.0,332.0,912.0,795.0
BZN|GR,2018-05-08 17:00:00,2068.0,972.0,0.0,239.0,413.0,497.0,785.0
BZN|GR,2018-05-08 18:00:00,2066.0,1323.0,0.0,362.0,563.0,136.0,737.0
BZN|GR,2018-05-08 19:00:00,2062.0,1361.0,0.0,405.0,847.0,7.0,675.0
BZN|GR,2018-05-08 20:00:00,2046.0,1622.0,0.0,498.0,1079.0,0.0,611.0
BZN|GR,2018-05-08 21:00:00,2061.0,1553.0,0.0,494.0,945.0,0.0,550.0
BZN|GR,2018-05-08 22:00:00,2015.0,1584.0,0.0,450.0,771.0,0.0,481.0
BZN|GR,2018-05-08 23:00:00,1919.0,1761.0,0.0,238.0,542.0,0.0,428.0
BZN|GR,2018-06-08 00:00:00,1926.0,1574.0,0.0,204.0,371.0,0.0,440.0
BZN|GR,2018-06-08 01:00:00,1898.0,1614.0,0.0,3.0,202.0,0.0,510.0
BZN|GR,2018-06-08 02:00:00,1898.0,1427.0,0.0,0.0,138.0,0.0,559.0
BZN|GR,2018-06-08 03:00:00,1889.0,1296.0,0.0,0.0,140.0,0.0,623.0
BZN|GR,2018-06-08 04:00:00,1900.0,1186.0,0.0,0.0,166.0,0.0,646.0
BZN|GR,2018-06-08 05:00:00,1994.0,972.0,0.0,0.0,313.0,3.0,630.0
BZN|GR,2018-06-08 06:00:00,2045.0,1075.0,0.0,0.0,518.0,106.0,638.0
BZN|GR,2018-06-08 07:00:00,2272.0,1339.0,0.0,0.0,750.0,463.0,613.0
BZN|GR,2018-06-08 08:00:00,2378.0,1431.0,0.0,111.0,422.0,903.0,636.0
BZN|GR,2018-06-08 09:00:00,2366.0,1297.0,0.0,153.0,429.0,1273.0,673.0
BZN|GR,2018-06-08 10:00:00,2347.0,1388.0,0.0,135.0,404.0,1530.0,663.0
BZN|GR,2018-06-08 11:00:00,2358.0,1591.0,0.0,45.0,468.0,1666.0,638.0
BZN|GR,2018-06-08 12:00:00,2394.0,1875.0,0.0,30.0,336.0,1673.0,600.0
BZN|GR,2018-06-08 13:00:00,2302.0,2012.0,0.0,30.0,321.0,1618.0,530.0
BZN|GR,2018-06-08 14:00:00,2172.0,2042.0,0.0,35.0,339.0,1428.0,497.0
BZN|GR,2018-06-08 15:00:00,2183.0,2126.0,0.0,35.0,349.0,1211.0,452.0
BZN|GR,2018-06-08 16:00:00,2246.0,2499.0,0.0,42.0,475.0,889.0,431.0
BZN|GR,2018-06-08 17:00:00,2404.0,2679.0,0.0,167.0,692.0,486.0,404.0
BZN|GR,2018-06-08 18:00:00,2526.0,2704.0,0.0,310.0,970.0,133.0,377.0
BZN|GR,2018-06-08 19:00:00,2592.0,2730.0,0.0,353.0,996.0,7.0,383.0
BZN|GR,2018-06-08 20:00:00,2610.0,2749.0,0.0,382.0,1197.0,0.0,381.0
BZN|GR,2018-06-08 21:00:00,2609.0,2739.0,0.0,284.0,744.0,0.0,375.0
BZN|GR,2018-06-08 22:00:00,2528.0,2670.0,0.0,103.0,583.0,0.0,373.0
BZN|GR,2018-06-08 23:00:00,2407.0,2308.0,0.0,4.0,212.0,0.0,361.0
BZN|GR,2018-07-08 00:00:00,2410.0,1928.0,0.0,0.0,186.0,0.0,331.0
BZN|GR,2018-07-08 01:00:00,2303.0,1761.0,0.0,0.0,118.0,0.0,345.0
BZN|GR,2018-07-08 02:00:00,2115.0,1621.0,0.0,0.0,118.0,0.0,341.0
BZN|GR,2018-07-08 03:00:00,2027.0,1665.0,0.0,0.0,118.0,0.0,351.0
BZN|GR,2018-07-08 04:00:00,2037.0,1634.0,0.0,0.0,144.0,0.0,336.0
BZN|GR,2018-07-08 05:00:00,2057.0,1721.0,0.0,0.0,227.0,2.0,323.0
BZN|GR,2018-07-08 06:00:00,2057.0,1800.0,0.0,0.0,475.0,99.0,309.0
BZN|GR,2018-07-08 07:00:00,2180.0,2179.0,0.0,103.0,657.0,433.0,263.0
BZN|GR,2018-07-08 08:00:00,2317.0,2342.0,0.0,124.0,529.0,865.0,288.0
BZN|GR,2018-07-08 09:00:00,2272.0,2450.0,0.0,124.0,434.0,1233.0,381.0
BZN|GR,2018-07-08 10:00:00,2197.0,2207.0,0.0,124.0,427.0,1498.0,458.0
BZN|GR,2018-07-08 11:00:00,2163.0,2192.0,0.0,93.0,464.0,1640.0,480.0
BZN|GR,2018-07-08 12:00:00,2269.0,2206.0,0.0,105.0,425.0,1658.0,480.0
BZN|GR,2018-07-08 13:00:00,2297.0,2190.0,0.0,33.0,349.0,1596.0,531.0
BZN|GR,2018-07-08 14:00:00,2138.0,2230.0,0.0,39.0,342.0,1445.0,554.0
BZN|GR,2018-07-08 15:00:00,2145.0,2427.0,0.0,30.0,277.0,1213.0,543.0
BZN|GR,2018-07-08 16:00:00,2173.0,2678.0,0.0,171.0,446.0,890.0,528.0
BZN|GR,2018-07-08 17:00:00,2410.0,2701.0,0.0,317.0,631.0,480.0,483.0
BZN|GR,2018-07-08 18:00:00,2534.0,2810.0,0.0,342.0,901.0,127.0,481.0
BZN|GR,2018-07-08 19:00:00,2556.0,2987.0,0.0,347.0,976.0,6.0,452.0
BZN|GR,2018-07-08 20:00:00,2551.0,3012.0,0.0,367.0,1098.0,0.0,442.0
BZN|GR,2018-07-08 21:00:00,2451.0,3015.0,0.0,216.0,923.0,0.0,384.0
BZN|GR,2018-07-08 22:00:00,2385.0,2944.0,0.0,114.0,280.0,0.0,315.0
BZN|GR,2018-07-08 23:00:00,2305.0,2379.0,0.0,87.0,245.0,0.0,281.0
BZN|GR,2018-08-08 00:00:00,2257.0,1969.0,0.0,247.0,260.0,0.0,281.0
BZN|GR,2018-08-08 01:00:00,2217.0,1850.0,0.0,81.0,190.0,0.0,303.0
BZN|GR,2018-08-08 02:00:00,2203.0,1683.0,0.0,0.0,153.0,0.0,363.0
BZN|GR,2018-08-08 03:00:00,2191.0,1493.0,0.0,0.0,150.0,0.0,370.0
BZN|GR,2018-08-08 04:00:00,2180.0,1398.0,0.0,0.0,179.0,0.0,439.0
BZN|GR,2018-08-08 05:00:00,2203.0,1421.0,0.0,0.0,167.0,2.0,518.0
BZN|GR,2018-08-08 06:00:00,2175.0,1404.0,0.0,0.0,176.0,99.0,606.0
BZN|GR,2018-08-08 07:00:00,2189.0,1804.0,0.0,0.0,267.0,429.0,634.0
BZN|GR,2018-08-08 08:00:00,2204.0,2062.0,0.0,33.0,369.0,851.0,756.0
BZN|GR,2018-08-08 09:00:00,2193.0,2106.0,0.0,92.0,349.0,1237.0,864.0
BZN|GR,2018-08-08 10:00:00,2190.0,1989.0,0.0,0.0,275.0,1520.0,954.0
BZN|GR,2018-08-08 11:00:00,2147.0,1984.0,0.0,0.0,332.0,1670.0,941.0
BZN|GR,2018-08-08 12:00:00,2124.0,2140.0,0.0,0.0,395.0,1700.0,885.0
BZN|GR,2018-08-08 13:00:00,2088.0,2225.0,0.0,0.0,391.0,1624.0,860.0
BZN|GR,2018-08-08 14:00:00,2101.0,2253.0,0.0,0.0,360.0,1451.0,845.0
BZN|GR,2018-08-08 15:00:00,2129.0,2318.0,0.0,0.0,339.0,1173.0,846.0
BZN|GR,2018-08-08 16:00:00,2104.0,2579.0,0.0,45.0,446.0,846.0,798.0
BZN|GR,2018-08-08 17:00:00,2197.0,2859.0,0.0,132.0,625.0,454.0,764.0
BZN|GR,2018-08-08 18:00:00,2390.0,2906.0,0.0,213.0,754.0,123.0,707.0
BZN|GR,2018-08-08 19:00:00,2364.0,2869.0,0.0,378.0,966.0,5.0,696.0
BZN|GR,2018-08-08 20:00:00,2419.0,2888.0,0.0,383.0,991.0,0.0,696.0
BZN|GR,2018-08-08 21:00:00,2270.0,2718.0,0.0,465.0,710.0,0.0,725.0
BZN|GR,2018-08-08 22:00:00,2130.0,2550.0,0.0,248.0,509.0,0.0,686.0
BZN|GR,2018-08-08 23:00:00,2084.0,2098.0,0.0,56.0,485.0,0.0,687.0
BZN|GR,2018-09-08 00:00:00,2301.0,1552.0,0.0,0.0,351.0,0.0,792.0
BZN|GR,2018-09-08 01:00:00,2242.0,1421.0,0.0,0.0,139.0,0.0,949.0
BZN|GR,2018-09-08 02:00:00,2086.0,1297.0,0.0,0.0,151.0,0.0,1040.0
BZN|GR,2018-09-08 03:00:00,1991.0,1143.0,0.0,0.0,155.0,0.0,1153.0
BZN|GR,2018-09-08 04:00:00,1928.0,1093.0,0.0,0.0,193.0,0.0,1230.0
BZN|GR,2018-09-08 05:00:00,1906.0,1092.0,0.0,0.0,225.0,2.0,1260.0
BZN|GR,2018-09-08 06:00:00,1919.0,1233.0,0.0,0.0,329.0,97.0,1263.0
BZN|GR,2018-09-08 07:00:00,2111.0,1442.0,0.0,0.0,630.0,435.0,1293.0
BZN|GR,2018-09-08 08:00:00,2100.0,1594.0,0.0,1.0,659.0,877.0,1291.0
BZN|GR,2018-09-08 09:00:00,2075.0,1906.0,0.0,83.0,536.0,1229.0,1263.0
BZN|GR,2018-09-08 10:00:00,2020.0,1905.0,0.0,81.0,469.0,1468.0,1269.0
BZN|GR,2018-09-08 11:00:00,1996.0,1889.0,0.0,4.0,592.0,1619.0,1276.0
BZN|GR,2018-09-08 12:00:00,1981.0,1913.0,0.0,0.0,624.0,1683.0,1224.0
BZN|GR,2018-09-08 13:00:00,1996.0,2232.0,0.0,0.0,300.0,1619.0,1189.0
BZN|GR,2018-09-08 14:00:00,2042.0,2243.0,0.0,0.0,260.0,1436.0,1172.0
BZN|GR,2018-09-08 15:00:00,2095.0,2361.0,0.0,0.0,262.0,1193.0,1150.0
BZN|GR,2018-09-08 16:00:00,2135.0,2498.0,0.0,1.0,388.0,869.0,1136.0
BZN|GR,2018-09-08 17:00:00,2139.0,2493.0,0.0,311.0,536.0,464.0,1099.0
BZN|GR,2018-09-08 18:00:00,2182.0,2560.0,0.0,385.0,567.0,111.0,1073.0
BZN|GR,2018-09-08 19:00:00,2156.0,2553.0,0.0,415.0,701.0,4.0,1022.0
BZN|GR,2018-09-08 20:00:00,2141.0,2507.0,0.0,525.0,786.0,0.0,1002.0
BZN|GR,2018-09-08 21:00:00,2055.0,2188.0,0.0,447.0,564.0,0.0,1054.0
BZN|GR,2018-09-08 22:00:00,1977.0,2212.0,0.0,183.0,317.0,0.0,1124.0
BZN|GR,2018-09-08 23:00:00,1945.0,1540.0,0.0,88.0,173.0,0.0,1230.0
BZN|GR,2018-10-08 00:00:00,1904.0,1291.0,0.0,40.0,176.0,0.0,1307.0
BZN|GR,2018-10-08 01:00:00,1907.0,1101.0,0.0,0.0,123.0,0.0,1322.0
BZN|GR,2018-10-08 02:00:00,1852.0,1004.0,0.0,0.0,122.0,0.0,1331.0
BZN|GR,2018-10-08 03:00:00,1830.0,976.0,0.0,0.0,121.0,0.0,1350.0
BZN|GR,2018-10-08 04:00:00,1841.0,806.0,0.0,0.0,147.0,0.0,1344.0
BZN|GR,2018-10-08 05:00:00,1864.0,840.0,0.0,0.0,182.0,2.0,1343.0
BZN|GR,2018-10-08 06:00:00,1927.0,1021.0,0.0,0.0,232.0,93.0,1332.0
BZN|GR,2018-10-08 07:00:00,1970.0,1298.0,0.0,14.0,391.0,439.0,1344.0
BZN|GR,2018-10-08 08:00:00,1876.0,1452.0,0.0,90.0,598.0,893.0,1334.0
BZN|GR,2018-10-08 09:00:00,1719.0,1695.0,0.0,94.0,502.0,1267.0,1329.0
BZN|GR,2018-10-08 10:00:00,1756.0,1593.0,0.0,58.0,482.0,1507.0,1303.0
BZN|GR,2018-10-08 11:00:00,1918.0,1498.0,0.0,93.0,458.0,1651.0,1286.0
BZN|GR,2018-10-08 12:00:00,1923.0,1355.0,0.0,221.0,377.0,1728.0,1305.0
BZN|GR,2018-10-08 13:00:00,1909.0,1360.0,0.0,152.0,297.0,1696.0,1268.0
BZN|GR,2018-10-08 14:00:00,1919.0,1495.0,0.0,53.0,243.0,1550.0,1256.0
BZN|GR,2018-10-08 15:00:00,1935.0,1692.0,0.0,40.0,229.0,1294.0,1250.0
BZN|GR,2018-10-08 16:00:00,1946.0,1957.0,0.0,88.0,340.0,926.0,1277.0
BZN|GR,2018-10-08 17:00:00,1996.0,2276.0,0.0,47.0,535.0,486.0,1283.0
BZN|GR,2018-10-08 18:00:00,2093.0,2377.0,0.0,130.0,760.0,122.0,1275.0
BZN|GR,2018-10-08 19:00:00,2105.0,2296.0,0.0,133.0,891.0,4.0,1309.0
BZN|GR,2018-10-08 20:00:00,2131.0,2368.0,0.0,245.0,969.0,0.0,1339.0
BZN|GR,2018-10-08 21:00:00,2104.0,2218.0,0.0,184.0,815.0,0.0,1344.0
BZN|GR,2018-10-08 22:00:00,2101.0,1705.0,0.0,77.0,423.0,0.0,1341.0
BZN|GR,2018-10-08 23:00:00,2036.0,1366.0,0.0,3.0,292.0,0.0,1401.0
BZN|GR,2018-11-08 00:00:00,1968.0,1207.0,0.0,0.0,204.0,0.0,1390.0
BZN|GR,2018-11-08 01:00:00,1931.0,1039.0,0.0,0.0,176.0,0.0,1361.0
BZN|GR,2018-11-08 02:00:00,1917.0,885.0,0.0,0.0,176.0,0.0,1373.0
BZN|GR,2018-11-08 03:00:00,1846.0,863.0,0.0,0.0,176.0,0.0,1358.0
BZN|GR,2018-11-08 04:00:00,1852.0,959.0,0.0,0.0,201.0,0.0,1346.0
BZN|GR,2018-11-08 05:00:00,1855.0,1074.0,0.0,0.0,240.0,2.0,1330.0
BZN|GR,2018-11-08 06:00:00,1793.0,987.0,0.0,0.0,254.0,96.0,1319.0
BZN|GR,2018-11-08 07:00:00,1703.0,955.0,0.0,0.0,344.0,455.0,1296.0
BZN|GR,2018-11-08 08:00:00,1758.0,983.0,0.0,0.0,412.0,919.0,1286.0
BZN|GR,2018-11-08 09:00:00,1820.0,954.0,0.0,0.0,311.0,1302.0,1297.0
BZN|GR,2018-11-08 10:00:00,1827.0,956.0,0.0,0.0,243.0,1563.0,1308.0
BZN|GR,2018-11-08 11:00:00,1850.0,963.0,0.0,0.0,226.0,1715.0,1283.0
BZN|GR,2018-11-08 12:00:00,1888.0,1028.0,0.0,0.0,258.0,1753.0,1227.0
BZN|GR,2018-11-08 13:00:00,1852.0,953.0,0.0,0.0,162.0,1717.0,1183.0
BZN|GR,2018-11-08 14:00:00,1831.0,953.0,0.0,0.0,185.0,1571.0,1144.0
BZN|GR,2018-11-08 15:00:00,1843.0,1038.0,0.0,0.0,220.0,1327.0,1084.0
BZN|GR,2018-11-08 16:00:00,2036.0,1267.0,0.0,0.0,235.0,965.0,1056.0
BZN|GR,2018-11-08 17:00:00,2240.0,1553.0,0.0,115.0,275.0,503.0,1041.0
BZN|GR,2018-11-08 18:00:00,2280.0,1533.0,0.0,345.0,622.0,117.0,1017.0
BZN|GR,2018-11-08 19:00:00,2246.0,1529.0,0.0,389.0,974.0,3.0,1016.0
BZN|GR,2018-11-08 20:00:00,2217.0,1543.0,0.0,577.0,995.0,0.0,1060.0
BZN|GR,2018-11-08 21:00:00,2071.0,1401.0,0.0,569.0,842.0,0.0,1075.0
BZN|GR,2018-11-08 22:00:00,2006.0,1353.0,0.0,254.0,594.0,0.0,992.0
BZN|GR,2018-11-08 23:00:00,1992.0,1170.0,0.0,230.0,477.0,0.0,958.0
BZN|GR,2018-12-08 00:00:00,1935.0,1048.0,0.0,75.0,415.0,0.0,995.0
BZN|GR,2018-12-08 01:00:00,1942.0,941.0,0.0,0.0,372.0,0.0,1016.0
BZN|GR,2018-12-08 02:00:00,1916.0,823.0,0.0,0.0,333.0,0.0,1045.0
BZN|GR,2018-12-08 03:00:00,1916.0,813.0,0.0,0.0,268.0,0.0,1010.0
BZN|GR,2018-12-08 04:00:00,1912.0,858.0,0.0,0.0,214.0,0.0,985.0
BZN|GR,2018-12-08 05:00:00,1939.0,736.0,0.0,0.0,208.0,2.0,1038.0
BZN|GR,2018-12-08 06:00:00,1842.0,646.0,0.0,0.0,319.0,92.0,1097.0
BZN|GR,2018-12-08 07:00:00,1823.0,646.0,0.0,0.0,382.0,431.0,1119.0
BZN|GR,2018-12-08 08:00:00,1798.0,595.0,0.0,0.0,408.0,882.0,1168.0
BZN|GR,2018-12-08 09:00:00,1819.0,594.0,0.0,0.0,318.0,1246.0,1202.0
BZN|GR,2018-12-08 10:00:00,1835.0,595.0,0.0,0.0,282.0,1496.0,1194.0
BZN|GR,2018-12-08 11:00:00,1856.0,610.0,0.0,0.0,318.0,1657.0,1137.0
BZN|GR,2018-12-08 12:00:00,1854.0,612.0,0.0,0.0,297.0,1702.0,1064.0
BZN|GR,2018-12-08 13:00:00,1867.0,681.0,0.0,0.0,257.0,1667.0,955.0
BZN|GR,2018-12-08 14:00:00,1852.0,660.0,0.0,0.0,239.0,1519.0,871.0
BZN|GR,2018-12-08 15:00:00,1940.0,726.0,0.0,0.0,262.0,1275.0,806.0
BZN|GR,2018-12-08 16:00:00,2040.0,757.0,0.0,165.0,291.0,917.0,812.0
BZN|GR,2018-12-08 17:00:00,1969.0,1041.0,0.0,245.0,485.0,463.0,843.0
BZN|GR,2018-12-08 18:00:00,1963.0,1226.0,0.0,316.0,723.0,105.0,826.0
BZN|GR,2018-12-08 19:00:00,1932.0,1427.0,0.0,346.0,1064.0,3.0,836.0
BZN|GR,2018-12-08 20:00:00,1984.0,1934.0,0.0,291.0,957.0,0.0,766.0
BZN|GR,2018-12-08 21:00:00,1967.0,1936.0,0.0,218.0,802.0,0.0,731.0
BZN|GR,2018-12-08 22:00:00,1968.0,1813.0,0.0,121.0,500.0,0.0,676.0
BZN|GR,2018-12-08 23:00:00,1965.0,1623.0,0.0,58.0,285.0,0.0,695.0
BZN|GR,2018-08-13 00:00:00,1950.0,1427.0,0.0,0.0,218.0,0.0,676.0
BZN|GR,2018-08-13 01:00:00,1919.0,1211.0,0.0,0.0,161.0,0.0,720.0
BZN|GR,2018-08-13 02:00:00,1908.0,1067.0,0.0,0.0,164.0,0.0,791.0
BZN|GR,2018-08-13 03:00:00,1906.0,1010.0,0.0,0.0,165.0,0.0,769.0
BZN|GR,2018-08-13 04:00:00,1977.0,899.0,0.0,0.0,163.0,0.0,789.0
BZN|GR,2018-08-13 05:00:00,2123.0,753.0,0.0,0.0,230.0,1.0,795.0
BZN|GR,2018-08-13 06:00:00,2116.0,857.0,0.0,0.0,364.0,93.0,844.0
BZN|GR,2018-08-13 07:00:00,2082.0,1177.0,0.0,0.0,556.0,453.0,893.0
BZN|GR,2018-08-13 08:00:00,2000.0,1248.0,0.0,0.0,488.0,915.0,915.0
BZN|GR,2018-08-13 09:00:00,1970.0,1283.0,0.0,0.0,396.0,1286.0,937.0
BZN|GR,2018-08-13 10:00:00,1930.0,1339.0,0.0,0.0,422.0,1550.0,946.0
BZN|GR,2018-08-13 11:00:00,1935.0,1454.0,0.0,0.0,349.0,1711.0,842.0
BZN|GR,2018-08-13 12:00:00,1932.0,1667.0,0.0,0.0,299.0,1766.0,759.0
BZN|GR,2018-08-13 13:00:00,1918.0,1829.0,0.0,0.0,230.0,1722.0,715.0
BZN|GR,2018-08-13 14:00:00,1917.0,1842.0,0.0,0.0,256.0,1572.0,707.0
BZN|GR,2018-08-13 15:00:00,1935.0,1975.0,0.0,23.0,255.0,1309.0,684.0
BZN|GR,2018-08-13 16:00:00,1916.0,2231.0,0.0,58.0,342.0,928.0,662.0
BZN|GR,2018-08-13 17:00:00,1933.0,2397.0,0.0,211.0,825.0,481.0,600.0
BZN|GR,2018-08-13 18:00:00,2109.0,2369.0,0.0,299.0,1077.0,112.0,547.0
BZN|GR,2018-08-13 19:00:00,2250.0,2356.0,0.0,452.0,1221.0,3.0,491.0
BZN|GR,2018-08-13 20:00:00,2331.0,2410.0,0.0,576.0,1234.0,0.0,414.0
BZN|GR,2018-08-13 21:00:00,2153.0,2233.0,0.0,568.0,982.0,0.0,391.0
BZN|GR,2018-08-13 22:00:00,2042.0,2209.0,0.0,166.0,630.0,0.0,403.0
BZN|GR,2018-08-13 23:00:00,2020.0,1752.0,0.0,85.0,524.0,0.0,389.0
BZN|GR,2018-08-14 00:00:00,2016.0,1467.0,0.0,118.0,474.0,0.0,414.0
BZN|GR,2018-08-14 01:00:00,2051.0,1445.0,0.0,5.0,189.0,0.0,447.0
BZN|GR,2018-08-14 02:00:00,2022.0,1247.0,0.0,0.0,161.0,0.0,482.0
BZN|GR,2018-08-14 03:00:00,1952.0,1156.0,0.0,0.0,161.0,0.0,551.0
BZN|GR,2018-08-14 04:00:00,1892.0,1106.0,0.0,0.0,188.0,0.0,650.0
BZN|GR,2018-08-14 05:00:00,1905.0,910.0,0.0,0.0,278.0,1.0,686.0
BZN|GR,2018-08-14 06:00:00,1905.0,980.0,0.0,0.0,458.0,95.0,662.0
BZN|GR,2018-08-14 07:00:00,1920.0,1193.0,0.0,0.0,786.0,437.0,625.0
BZN|GR,2018-08-14 08:00:00,1962.0,1427.0,0.0,0.0,644.0,896.0,609.0
BZN|GR,2018-08-14 09:00:00,2055.0,1403.0,0.0,0.0,673.0,1270.0,587.0
BZN|GR,2018-08-14 10:00:00,2146.0,1288.0,0.0,0.0,587.0,1516.0,592.0
BZN|GR,2018-08-14 11:00:00,2193.0,1462.0,0.0,0.0,550.0,1648.0,550.0
BZN|GR,2018-08-14 12:00:00,2240.0,1587.0,0.0,0.0,432.0,1652.0,510.0
BZN|GR,2018-08-14 13:00:00,2212.0,1763.0,0.0,74.0,279.0,1516.0,492.0
BZN|GR,2018-08-14 14:00:00,2146.0,1914.0,0.0,114.0,245.0,1289.0,479.0
BZN|GR,2018-08-14 15:00:00,2256.0,2179.0,0.0,49.0,254.0,1022.0,427.0
BZN|GR,2018-08-14 16:00:00,2454.0,2175.0,0.0,30.0,230.0,695.0,389.0
BZN|GR,2018-08-14 17:00:00,2433.0,2420.0,0.0,122.0,235.0,348.0,385.0
BZN|GR,2018-08-14 18:00:00,2310.0,2428.0,0.0,348.0,681.0,90.0,366.0
BZN|GR,2018-08-14 19:00:00,2165.0,2464.0,0.0,503.0,1177.0,2.0,349.0
BZN|GR,2018-08-14 20:00:00,2129.0,2514.0,0.0,555.0,1328.0,0.0,297.0
BZN|GR,2018-08-14 21:00:00,2059.0,2264.0,0.0,495.0,879.0,0.0,287.0
BZN|GR,2018-08-14 22:00:00,2035.0,2343.0,0.0,94.0,526.0,0.0,255.0
BZN|GR,2018-08-14 23:00:00,2061.0,2066.0,0.0,7.0,410.0,0.0,249.0
BZN|GR,2018-08-15 00:00:00,2052.0,1676.0,0.0,0.0,496.0,0.0,245.0
BZN|GR,2018-08-15 01:00:00,2053.0,1680.0,0.0,0.0,167.0,0.0,237.0
BZN|GR,2018-08-15 02:00:00,1969.0,1432.0,0.0,0.0,121.0,0.0,345.0
BZN|GR,2018-08-15 03:00:00,1954.0,1259.0,0.0,0.0,125.0,0.0,328.0
BZN|GR,2018-08-15 04:00:00,1939.0,1204.0,0.0,0.0,152.0,0.0,338.0
BZN|GR,2018-08-15 05:00:00,1996.0,1056.0,0.0,0.0,223.0,1.0,353.0
BZN|GR,2018-08-15 06:00:00,2021.0,1019.0,0.0,0.0,304.0,86.0,373.0
BZN|GR,2018-08-15 07:00:00,2021.0,1211.0,0.0,78.0,644.0,411.0,390.0
BZN|GR,2018-08-15 08:00:00,2009.0,1180.0,0.0,29.0,545.0,845.0,455.0
BZN|GR,2018-08-15 09:00:00,1942.0,1251.0,0.0,13.0,298.0,1210.0,493.0
BZN|GR,2018-08-15 10:00:00,1818.0,1335.0,0.0,0.0,305.0,1445.0,531.0
BZN|GR,2018-08-15 11:00:00,1726.0,1413.0,0.0,0.0,294.0,1592.0,574.0
BZN|GR,2018-08-15 12:00:00,1865.0,1195.0,0.0,0.0,283.0,1622.0,552.0
BZN|GR,2018-08-15 13:00:00,1887.0,1155.0,0.0,0.0,192.0,1554.0,539.0
BZN|GR,2018-08-15 14:00:00,1841.0,1358.0,0.0,0.0,140.0,1300.0,502.0
BZN|GR,2018-08-15 15:00:00,1898.0,1612.0,0.0,29.0,183.0,976.0,415.0
BZN|GR,2018-08-15 16:00:00,1948.0,1852.0,0.0,46.0,258.0,665.0,401.0
BZN|GR,2018-08-15 17:00:00,2032.0,1930.0,0.0,156.0,398.0,331.0,370.0
BZN|GR,2018-08-15 18:00:00,2103.0,1958.0,0.0,414.0,623.0,91.0,411.0
BZN|GR,2018-08-15 19:00:00,2113.0,1998.0,0.0,465.0,988.0,3.0,404.0
BZN|GR,2018-08-15 20:00:00,2215.0,2021.0,0.0,476.0,1310.0,0.0,316.0
BZN|GR,2018-08-15 21:00:00,2207.0,2051.0,0.0,474.0,1065.0,0.0,275.0
BZN|GR,2018-08-15 22:00:00,2196.0,2073.0,0.0,362.0,693.0,0.0,267.0
BZN|GR,2018-08-15 23:00:00,2195.0,1997.0,0.0,22.0,244.0,0.0,240.0
BZN|GR,2018-08-16 00:00:00,2286.0,1537.0,0.0,0.0,252.0,0.0,226.0
BZN|GR,2018-08-16 01:00:00,2223.0,1368.0,0.0,0.0,163.0,0.0,234.0
BZN|GR,2018-08-16 02:00:00,2085.0,1213.0,0.0,0.0,160.0,0.0,266.0
BZN|GR,2018-08-16 03:00:00,1990.0,1294.0,0.0,0.0,154.0,0.0,272.0
BZN|GR,2018-08-16 04:00:00,1956.0,1352.0,0.0,0.0,178.0,0.0,289.0
BZN|GR,2018-08-16 05:00:00,1907.0,1262.0,0.0,0.0,270.0,1.0,300.0
BZN|GR,2018-08-16 06:00:00,1909.0,1211.0,0.0,18.0,464.0,84.0,296.0
BZN|GR,2018-08-16 07:00:00,1968.0,1737.0,0.0,33.0,638.0,347.0,306.0
BZN|GR,2018-08-16 08:00:00,2052.0,1847.0,0.0,29.0,676.0,671.0,306.0
BZN|GR,2018-08-16 09:00:00,2099.0,1799.0,0.0,30.0,497.0,956.0,324.0
